"state","county","math_score","college_share","income","poor_share","pop"
"Iowa","Franklin County",3.8286214,0.14511482,47421.8620786517,0.10558273,10521
"Iowa","Fremont County",4.1686959,0.17354508,52991.4258836178,0.087938987,7315
"Iowa","Greene County",3.053642,0.17449021,47262.5834404456,0.08007624,9242
"Iowa","Grundy County",3.6264229,0.21687479,60353.4979523006,0.075195238,12146
"Iowa","Guthrie County",3.9261692,0.18861684,52887.2046740917,0.072050817,10867
"Iowa","Hamilton County",4.5972657,0.1646774,53204.4410132074,0.095138907,15046
"Iowa","Hancock County",3.7825797,0.15589187,54284.9194074597,0.10996284,10984
"Iowa","Hardin County",3.1565526,0.20259364,53091.8656324855,0.10013253,17124
"Iowa","Harrison County",3.993655,0.15393206,56194.3885986067,0.10133035,15277
"Iowa","Henry County",3.9002731,0.19965778,50206.230925788,0.13891639,19861
"Iowa","Howard County",3.3573332,0.11435431,49073.1519966548,0.11186673,9368
"Iowa","Humboldt County",4.6256571,0.157718,48109.8844625573,0.096066594,9378
"Iowa","Ida County",4.3707318,0.18298739,49356.3822824094,0.10402683,6738
"Iowa","Iowa County",3.5154228,0.19142716,55432.012350963,0.089610785,15634
"Iowa","Jackson County",4.4931169,0.14771304,49586.2305018138,0.098923236,19720
"Iowa","Jasper County",3.9686363,0.16656597,55132.5057000163,0.12373211,36116
"Iowa","Jefferson County",4.0886102,0.29022798,44960.3573591403,0.14541511,15394
"Iowa","Johnson County",3.7846625,0.51907504,59962.5532387952,0.18826598,132269
"Iowa","Jones County",3.3947952,0.15989815,54589.0490357593,0.079001054,20152
"Iowa","Keokuk County",4.0241494,0.13728763,45857.2483112929,0.1025006,10548
"Iowa","Kossuth County",3.3910534,0.16656567,54704.1549250466,0.084997214,15039
"Iowa","Lee County",3.5911906,0.14482686,45103.9645585857,0.13539061,35529
"Iowa","Linn County",4.0647154,0.29842249,63874.8867753023,0.09700051,210083
"Iowa","Louisa County",3.1544271,0.12930684,51744.2285940107,0.1244974,11275
"Iowa","Lucas County",3.1511476,0.10648172,50261.7243200719,0.16216283,9094
"Iowa","Lyon County",3.7192967,0.15987006,60432.2785597099,0.056533948,11189
"Iowa","Madison County",3.4615526,0.18162194,62185.7518974424,0.088468224,15629
"Iowa","Mahaska County",3.2544858,0.17895989,47962.9634064608,0.14198925,21949
"Iowa","Marion County",3.7678499,0.24967568,57604.7427422018,0.080314845,32434
"Iowa","Marshall County",3.6669328,0.18166317,54181.1809191104,0.12786111,39777
"Iowa","Mills County",3.887557,0.2269212,67995.1245766651,0.098281696,15002
"Iowa","Mitchell County",4.6642361,0.16502942,53113.4611172977,0.060733922,10761
"Iowa","Monona County",3.6107187,0.14689121,42242.5902845396,0.11547171,8843
"Iowa","Monroe County",2.8784118,0.15183108,48829.4828105395,0.1342254,7544
"Iowa","Montgomery County",3.6658802,0.17650513,42383.9054003724,0.141708,10670
"Iowa","Muscatine County",3.7829323,0.19470048,57022.8544157211,0.1357058,42990
"Iowa","O'Brien County",3.9989681,0.19236596,52900.0880677872,0.10914899,13850
"Iowa","Osceola County",4.1090946,0.16130748,48681.4828226555,0.085729495,6236
"Iowa","Page County",3.66484,0.16660149,45098.9186542807,0.11910281,15270
"Iowa","Palo Alto County",3.3195775,0.16098915,49178.5098184906,0.10712353,9139
"Iowa","Plymouth County",3.9266984,0.19824444,59767.3717681902,0.049022675,24232
"Iowa","Pocahontas County",4.5198612,0.16360018,46912.9346101231,0.095744625,7211
"Iowa","Polk County",3.6665514,0.32604709,64562.8802085268,0.1028793,435091
"Iowa","Pottawattamie County",2.8975828,0.17263386,56692.7649799266,0.12027749,91258
"Iowa","Poweshiek County",4.1369162,0.23629631,53498.5765570477,0.10970314,18335
"Iowa","Ringgold County",3.1854362,0.20753379,47973.7016176184,0.12622991,4936
"Iowa","Sac County",4.0622377,0.18185998,49853.8780676329,0.10130493,10012
"Iowa","Scott County",3.7544866,0.29666904,59229.6374739747,0.13089426,169131
"Iowa","Shelby County",3.7020044,0.15994987,51779.142927591,0.099699825,11864
"Iowa","Sioux County",3.9444895,0.23069735,64457.6875445051,0.064417325,32235
"Iowa","Story County",4.4504657,0.49619871,53826.08122516,0.1938397,87699
"Iowa","Tama County",3.8097839,0.16484918,54569.2322282884,0.10602991,17239
"Iowa","Taylor County",3.4040055,0.12360056,46072.4538546779,0.11654429,6297
"Iowa","Union County",2.5434272,0.15545566,48454.7877772459,0.17924668,12175
"Iowa","Van Buren County",3.2315943,0.13542156,46775.8615587847,0.16615705,7495
"Iowa","Wapello County",3.2910211,0.15039314,42014.264168421,0.15978704,35583
"Iowa","Warren County",4.0734644,0.27471811,68337.2254840454,0.068905637,45593
"Iowa","Washington County",3.4753878,0.19375804,57442.1092425359,0.10859397,21217
"Iowa","Wayne County",4.3848863,0.10909696,45645.6820240512,0.12776484,6276
"Iowa","Webster County",3.2932007,0.17652912,43389.3598242706,0.14380056,38110
"Iowa","Winnebago County",3.6534202,0.19834334,49520.3022271305,0.10092014,10599
"Iowa","Winneshiek County",3.8892865,0.26979423,57217.0117306231,0.09429013,20741
"Iowa","Woodbury County",3.5699546,0.20434374,50954.386740007,0.13752231,103860
"Iowa","Worth County",4.2671027,0.15871164,49383.5839694657,0.11573585,7560
"Iowa","Wright County",3.8302679,0.15678899,46474.1470254743,0.11141644,12604
"Kansas","Allen County",3.6427677,0.17839301,42055.881684242,0.12631401,13180
"Kansas","Anderson County",4.3175402,0.15788628,42618.1885954085,0.12382442,7834
"Kansas","Atchison County",2.5574667,0.2242416,46510.556665091,0.12772585,16361
"Kansas","Barber County",4.0257959,0.18208048,49369.0314750051,0.13078673,4579
"Kansas","Barton County",2.770977,0.20428418,46182.6281708463,0.12167902,27693
"Kansas","Bourbon County",3.2213151,0.20641154,42762.6667765109,0.15573046,14852
"Kansas","Brown County",4.2596378,0.1630591,45225.4836738782,0.19728869,9970
"Kansas","Butler County",3.9581416,0.24948432,61894.1191863995,0.072911307,64073
"Kansas","Chase County",4.0236955,0.18839104,41889,0.10850231,2808
"Kansas","Chautauqua County",4.1141768,0.16987416,37927,0.10148169,3691
"Kansas","Cherokee County",3.7204311,0.14544475,41044.7455446003,0.17522274,20941
"Kansas","Cheyenne County",4.4904141,0.1641051,46058,0.1316264,2664
"Kansas","Clark County",2.4048131,0.19717406,42976,0.12922107,2035
"Kansas","Clay County",4.1918659,0.18924731,52649.7226713533,0.090084217,8773
"Kansas","Cloud County",3.9757092,0.15412468,41851.9835308927,0.17348816,9234
"Kansas","Coffey County",4.034008,0.20024912,58661.8796651552,0.11500195,8489
"Kansas","Comanche County",3.0406733,0.16353111,43542,0.088876471,1894
"Kansas","Cowley County",2.7068167,0.19187096,45283.3900470932,0.15017743,33778
"Kansas","Crawford County",3.2634289,0.27843475,38532.2895436194,0.17863432,39026
"Kansas","Decatur County",3.6820993,0.17840919,40958.7102330294,0.15933158,2843
"Kansas","Dickinson County",3.6664584,0.19974537,48816.572086666,0.1108196,18894
"Kansas","Doniphan County",3.2821085,0.16283518,49502.0507237256,0.12695146,7679
"Kansas","Douglas County",4.2682705,0.4988178,52680.6624979698,0.20853244,117167
"Kansas","Edwards County",3.9064562,0.21412762,48576.7062891011,0.1665463,3105
"Kansas","Elk County",4.1271124,0.17086577,37393,0.18402283,2938
"Kansas","Ellis County",3.9923301,0.34306887,51425.3012442008,0.14992541,27852
"Kansas","Ellsworth County",4.3410578,0.19799165,49093.0349392027,0.079122134,6221
"Kansas","Finney County",3.048754,0.17089228,52525.7079617142,0.13776368,43163
"Kansas","Ford County",2.5115471,0.16705552,47540.5735050815,0.17396289,34832
"Kansas","Franklin County",3.3660915,0.18515609,51885.7144506002,0.08378312,26651
"Kansas","Geary County",3.9460318,0.20133658,48651.7457074675,0.11783729,34675
"Kansas","Gove County",4.5564032,0.1693033,46314.0363636364,0.091020964,2517
"Kansas","Graham County",3.9664173,0.24339023,43090.3557951483,0.10825671,2407
"Kansas","Grant County",1.6959499,0.15911074,54584.055179461,0.11708165,7475
"Kansas","Gray County",3.6074381,0.19904225,59391.681984682,0.069752619,6145
"Kansas","Greeley County",NA,0.20734598,47000,0.064641744,1293
"Kansas","Greenwood County",4.3222513,0.14633636,40860.9609807146,0.16961136,6637
"Kansas","Hamilton County",3.8627746,0.14896215,48523,0.077254899,2648
"Kansas","Harper County",3.5137472,0.16426009,46718.2157772622,0.12207092,5677
"Kansas","Harvey County",3.6478345,0.25288841,53336.8495271595,0.088317282,34631
"Kansas","Haskell County",3.8815918,0.14847513,55453,0.12023952,4062
"Kansas","Hodgeman County",3.3255241,0.22943397,56250,0.079691514,1875
"Kansas","Jackson County",4.0809269,0.17513467,55490.2863616105,0.10272432,13478
"Kansas","Jefferson County",3.8918905,0.2221954,57486.0533828296,0.065183431,18311
"Kansas","Jewell County",3.5605175,0.18920444,38558.2937926552,0.13573501,3039
"Kansas","Johnson County",4.6146975,0.51255327,86749.5522670303,0.054593384,549661
"Kansas","Kearny County",3.5963757,0.12304439,49396,0.13489437,4281
"Kansas","Kingman County",3.1743159,0.20131706,55325.2148129295,0.10262185,7514
"Kansas","Kiowa County",3.0406733,0.20939445,44896,0.093762904,2419
"Kansas","Labette County",4.3323512,0.18093196,43216.2380247142,0.15176181,21602
"Kansas","Lane County",3.1455712,0.22160445,58077,0.13904068,1708
"Kansas","Leavenworth County",3.2466772,0.29402742,68465.4359610112,0.083055258,75841
"Kansas","Lincoln County",3.8281753,0.17071094,49583,0.101565,3113
"Kansas","Linn County",3.558558,0.13592178,45154.5787075394,0.10454828,9224
"Kansas","Logan County",3.1401427,0.18030304,48205,0.11794501,2559
"Kansas","Lyon County",2.4477763,0.23378526,42692.2235381419,0.22637135,33371
"Kansas","McPherson County",3.1986191,0.25518653,56530.6225839616,0.075559698,28851
"Kansas","Marion County",3.7222409,0.19728713,48424.8421800948,0.0956861,11958
"Kansas","Marshall County",2.4930475,0.12688172,48517.1725808046,0.10388228,10098
"Kansas","Meade County",3.2580488,0.20819631,52868.9324590164,0.11401574,4446
"Kansas","Miami County",3.8087494,0.23135807,66086.2418031537,0.079649396,31229
"Kansas","Mitchell County",3.4476399,0.21288607,48968.3218264554,0.081849143,6261
"Kansas","Montgomery County",3.799551,0.18262084,41843.5761326154,0.14960395,33908
"Kansas","Morris County",3.5238285,0.16679427,48742.4219145703,0.10836289,5936
"Kansas","Morton County",5.1640372,0.19129603,44100,0.065064102,3020
"Kansas","Nemaha County",4.8771601,0.16916806,50150.7803104736,0.092465125,9939
"Kansas","Neosho County",3.9491713,0.15866017,43713.1276041667,0.1751208,15927
"Kansas","Ness County",1.155465,0.18884777,47026.2796910203,0.073286965,2822
"Kansas","Norton County",4.4307423,0.17342824,47651,0.098638743,5338
"Kansas","Osage County",3.9460771,0.19373581,52170.7364222154,0.11435719,16089
"Kansas","Osborne County",4.5056744,0.17962371,41432,0.15489273,3754
"Kansas","Ottawa County",3.1891477,0.1960579,52473.3567558693,0.1018736,5931
"Kansas","Pawnee County",2.9200416,0.17796934,44772.4249247096,0.10286383,6214
"Kansas","Phillips County",5.2700372,0.17101608,46909.4062389224,0.10071699,5239
"Kansas","Pottawatomie County",4.7752171,0.28430051,62787.8472505092,0.071438551,20339
"Kansas","Pratt County",4.2254281,0.230865,49983.9833264292,0.099108383,9297
"Kansas","Rawlins County",2.8561437,0.19793814,49327,0.12345679,2381
"Kansas","Reno County",3.3186436,0.18215896,47353.3979321356,0.13577224,63854
"Kansas","Republic County",4.0165277,0.18638964,42586.284939759,0.113326,4682
"Kansas","Rice County",4.479238,0.2142058,47302.3216304671,0.13643683,9996
"Kansas","Riley County",4.4933271,0.42535818,47997.9613443015,0.25138524,71123
"Kansas","Rooks County",4.0633063,0.20202099,46838.1677282378,0.16011977,4971
"Kansas","Rush County",3.9118133,0.16319093,40868.8799516178,0.12716739,3182
"Kansas","Russell County",4.8098207,0.2027358,42198.9670014347,0.17008626,6658
"Kansas","Saline County",2.5678394,0.22799891,50327.2755458044,0.12680292,54973
"Kansas","Scott County",2.8872266,0.20312031,61886,0.08564911,4714
"Kansas","Sedgwick County",3.4701872,0.26847902,56299.8405506005,0.14002675,494241
"Kansas","Seward County",3.6191275,0.12799902,49500.0655716277,0.16668549,23438
"Kansas","Shawnee County",3.4419155,0.28373042,53942.6275248126,0.14865789,177787
"Kansas","Sheridan County",4.1516271,0.21778755,50330.7077464789,0.15385357,2387
"Kansas","Sherman County",2.8985,0.1908024,45891.1009983361,0.17797117,5840
"Kansas","Smith County",4.5057788,0.14891464,44653.4497793927,0.11979886,3769
"Kansas","Stafford County",3.2105479,0.20775416,47432.1791751183,0.13974462,4365
"Kansas","Stanton County",4.1431704,0.14227365,44567,0.060128141,2194
"Kansas","Stevens County",3.3956354,0.13803162,54068.3448637316,0.12039077,5263
"Kansas","Sumner County",3.6640766,0.18681853,49305.3966517487,0.10829507,23427
"Kansas","Thomas County",3.2037876,0.2343767,51425.2967088608,0.087264903,7533
"Kansas","Trego County",2.7439592,0.22217195,54630,0.091471799,2949
"Kansas","Wabaunsee County",4.3365126,0.21795768,58071.1765206295,0.087431371,6785
"Kansas","Wallace County",NA,0.2343298,45804,0.15322581,1429
"Kansas","Washington County",3.0036995,0.18294212,47010.0657009829,0.10612679,5630
"Kansas","Wichita County",3.1401427,0.15879264,57596,0.1044843,2110
"Kansas","Wilson County",3.9173565,0.10522592,43869.2492294612,0.15029612,9408
"Kansas","Woodson County",3.9180343,0.1282438,35221.326684799,0.21357968,3189
"Kansas","Wyandotte County",1.9524829,0.1473262,42912.3991411947,0.2139494,156864
"Kentucky","Adair County",2.8541172,0.14429861,33786.967785163,0.21866161,17834
"Kentucky","Allen County",4.0669131,0.10762255,42291.7627781118,0.20144957,19071
"Kentucky","Anderson County",3.9521286,0.17324746,53256.6537976752,0.11534962,21936
"Kentucky","Ballard County",3.1233039,0.10771099,43922.5440659474,0.13098353,8236
"Kentucky","Barren County",3.4864428,0.15122126,40474.5956654732,0.19001825,41727
"Kentucky","Bath County",3.1196661,0.13423206,35068.7871624536,0.29099739,11690
"Kentucky","Bell County",2.9956779,0.11272566,23941.7458087902,0.29509801,29004
"Kentucky","Boone County",3.5904822,0.28515083,73576.0281287086,0.073972158,120380
"Kentucky","Bourbon County",2.8880293,0.17389242,45463.4122591944,0.16130793,19625
"Kentucky","Boyd County",3.2512856,0.15914789,45258.9785434581,0.17973763,48716
"Kentucky","Boyle County",3.6418078,0.23485906,41387.9823086663,0.18699615,29588
"Kentucky","Bracken County",3.3046715,0.11648774,35858.5963713478,0.19449301,8683
"Kentucky","Breathitt County",1.4759296,0.10298207,26079.7421098141,0.32995185,15588
"Kentucky","Breckinridge County",4.0483365,0.076566949,44099.113016601,0.19439253,19016
"Kentucky","Bullitt County",3.4776278,0.11121824,58979.8794924582,0.094162382,76206
"Kentucky","Butler County",2.0917151,0.078366831,37666.9648542159,0.19414017,13466
"Kentucky","Caldwell County",3.424551,0.14146821,44814.0113986445,0.18565847,12887
"Kentucky","Calloway County",4.5369291,0.28279245,38195.5451528589,0.19844434,36782
"Kentucky","Campbell County",3.5788598,0.26446164,59824.6583311194,0.11291967,89350
"Kentucky","Carlisle County",2.8986232,0.10445391,41987.9853056426,0.15952222,5184
"Kentucky","Carroll County",2.8005724,0.093674548,43197.2596429562,0.21898936,10683
"Kentucky","Carter County",3.0360827,0.10183076,37384.8291847042,0.20699956,26848
"Kentucky","Casey County",3.6946044,0.095588878,32588.9748668129,0.28716198,16532
"Kentucky","Christian County",3.3992374,0.13194151,41397.6155579644,0.20018348,81334
"Kentucky","Clark County",3.7215061,0.17369877,50539.4140622806,0.16059116,36358
"Kentucky","Clay County",3.326848,0.081439041,23924.7982972849,0.34510776,23486
"Kentucky","Clinton County",2.4100735,0.037254088,29341.2533099689,0.29090932,9332
"Kentucky","Crittenden County",3.1883042,0.091404207,39277.580891036,0.16703071,9074
"Kentucky","Cumberland County",1.4986976,0.078813918,32672.9606184364,0.26647627,6662
"Kentucky","Daviess County",3.6765394,0.18022089,50125.244630442,0.14801028,95944
"Kentucky","Edmonson County",4.1990204,0.069506302,42388.2350037028,0.18805271,12080
"Kentucky","Elliott County",2.0518861,0.072358511,27745.9378502292,0.36300403,8515
"Kentucky","Estill County",2.4912171,0.066143252,29745.0476417666,0.25229648,14854
"Kentucky","Fayette County",3.661907,0.39169756,56306.1891495353,0.17930484,300307
"Kentucky","Fleming County",3.0522273,0.12276661,36361.7995539448,0.20432331,14804
"Kentucky","Floyd County",3.5138819,0.1181279,31187.5733694963,0.28319594,41893
"Kentucky","Franklin County",3.1235545,0.27118033,51490.5530891752,0.13745309,49004
"Kentucky","Fulton County",2.0176988,0.10998336,28023.1544106854,0.26798546,6830
"Kentucky","Gallatin County",2.5829811,0.090410292,50322.0533240191,0.23627703,8206
"Kentucky","Garrard County",3.1286461,0.13823062,46543.2844725639,0.17248526,17083
"Kentucky","Grant County",3.8682837,0.10865635,46578.9523963993,0.17459589,25538
"Kentucky","Graves County",4.063303,0.14333688,41311.7050187225,0.19966178,38129
"Kentucky","Grayson County",3.4340062,0.075860575,35729.3170201196,0.19188905,25615
"Kentucky","Green County",3.7053902,0.11427654,35737.7172677207,0.17908832,11310
"Kentucky","Greenup County",3.3050075,0.15103199,46294.6215659713,0.14651936,37842
"Kentucky","Hancock County",3.426713,0.10975631,48314.7159369527,0.15698722,8655
"Kentucky","Hardin County",3.2728074,0.18135537,54353.5153621349,0.12809519,102543
"Kentucky","Harlan County",1.806334,0.10821211,27210.1313272764,0.3081744,30759
"Kentucky","Harrison County",3.3802011,0.13574639,39095.3282924759,0.2042788,18604
"Kentucky","Hart County",3.3382423,0.090739332,35999.2904005715,0.23521022,18417
"Kentucky","Henderson County",4.0093498,0.15901506,44776.8529945946,0.14627773,45648
"Kentucky","Henry County",2.7131503,0.14455938,50864.1533471718,0.18341056,15828
"Kentucky","Hickman County",2.3301458,0.16503222,39756,0.16091955,4802
"Kentucky","Hopkins County",3.3683944,0.13095604,44853.80956948,0.18232405,46130
"Kentucky","Jackson County",3.0343726,0.061888278,31177.162294353,0.32564133,13315
"Kentucky","Jefferson County",3.1088252,0.27774352,55041.1659137278,0.15584809,726844
"Kentucky","Jessamine County",3.4853373,0.26979741,56562.1856296052,0.14724641,48129
"Kentucky","Johnson County",4.1580863,0.10132328,34304.5405463264,0.21948962,24216
"Kentucky","Kenton County",3.6028631,0.27406412,58856.1153017781,0.11401735,159614
"Kentucky","Knott County",2.8218992,0.1243346,30723.6004527101,0.24255224,16963
"Kentucky","Knox County",2.8381948,0.084940791,27208.7797258727,0.3502309,32800
"Kentucky","Larue County",3.8842492,0.11963362,41794.2789403227,0.15316255,13589
"Kentucky","Laurel County",3.3883386,0.13578911,36836.7434280956,0.19959716,58192
"Kentucky","Lawrence County",3.3465703,0.083720222,34190.7505674653,0.24250767,16609
"Kentucky","Lee County",2.1906722,0.075251646,21181.1356662863,0.30809644,6921
"Kentucky","Leslie County",2.0575652,0.080838524,25350.9379310345,0.24605462,11466
"Kentucky","Letcher County",2.3844404,0.11789905,29085.2006199274,0.26504135,23812
"Kentucky","Lewis County",2.9430442,0.11654622,29620.3480894016,0.27478033,13785
"Kentucky","Lincoln County",2.8594115,0.10588694,34893.880122868,0.21703535,25147
"Kentucky","Livingston County",2.830708,0.10683747,43126.8088034457,0.11296944,9618
"Kentucky","Logan County",4.048213,0.10521862,40464.6297372834,0.18328024,27283
"Kentucky","Lyon County",3.0690894,0.11604782,46821.576136637,0.13717815,8240
"Kentucky","McCracken County",4.4055395,0.20952822,44899.2427667201,0.15451507,65667
"Kentucky","McCreary County",2.2493033,0.079854988,20379.2257183437,0.36623523,17314
"Kentucky","McLean County",3.1718268,0.098120354,43487.4033154968,0.1592412,9524
"Kentucky","Madison County",3.2947962,0.27578029,45327.0889454388,0.2104138,84292
"Kentucky","Magoffin County",2.4949219,0.10593449,29155.731118278,0.30084711,13133
"Kentucky","Marion County",3.6695659,0.11483054,41263.4025227043,0.17270458,19550
"Kentucky","Marshall County",4.6099315,0.14932323,45377.5287776647,0.11567038,31204
"Kentucky","Martin County",2.5350509,0.089857407,29154.5902235285,0.32946739,12987
"Kentucky","Mason County",3.6293261,0.14242733,39534.3662092624,0.21319813,17422
"Kentucky","Meade County",4.321981,0.11672905,49607.5436295597,0.13572919,27982
"Kentucky","Menifee County",3.0381637,0.1052641,34959.6714240406,0.20744373,6562
"Kentucky","Mercer County",3.3582864,0.1686662,45630.3748066195,0.12269734,22024
"Kentucky","Metcalfe County",3.9169657,0.071002759,33755.9850480246,0.18485992,10069
"Kentucky","Monroe County",4.0153832,0.11405269,33344.1067226124,0.27267978,11644
"Kentucky","Montgomery County",3.7585435,0.15085976,38903.4177516133,0.2103734,25984
"Kentucky","Morgan County",3.6476626,0.11457133,32823.6346333405,0.23636405,14033
"Kentucky","Muhlenberg County",3.684032,0.10177132,41262.3214705229,0.21038255,31307
"Kentucky","Nelson County",2.8867483,0.15237887,51915.7523770058,0.1424267,44306
"Kentucky","Nicholas County",3.0114782,0.092163339,38633.2711983182,0.18218778,6837
"Kentucky","Ohio County",2.9439766,0.093568429,39129.6257444845,0.19090532,23491
"Kentucky","Oldham County",3.8638015,0.3881537,89677.6416705352,0.073739357,58372
"Kentucky","Owen County",2.9534318,0.17926031,43629.4978323033,0.11665633,11349
"Kentucky","Owsley County",2.6263492,0.063810788,24757.6042060988,0.40065011,4602
"Kentucky","Pendleton County",2.247833,0.10569269,50226.1072796935,0.18437749,15011
"Kentucky","Perry County",3.0039995,0.1201481,32197.7890429089,0.27674469,29315
"Kentucky","Pike County",3.280539,0.11935814,33420.4854669045,0.22222538,65204
"Kentucky","Powell County",3.5409493,0.10517412,33758.0101482597,0.2626873,13564
"Kentucky","Pulaski County",3.6876907,0.14643142,35641.1200228343,0.20808586,61278
"Kentucky","Robertson County",2.2954948,0.074127905,30964,0.25109744,2237
"Kentucky","Rockcastle County",3.0233924,0.11510004,34349.0634967167,0.28414592,16310
"Kentucky","Rowan County",3.2410727,0.25639161,38047.5184074058,0.29307067,22894
"Kentucky","Russell County",3.4524016,0.12610675,32162.5509251352,0.24153084,17182
"Kentucky","Scott County",3.8750172,0.26437134,66432.162677803,0.1324445,46856
"Kentucky","Shelby County",3.406487,0.23181278,63099.2897989257,0.11596014,42799
"Kentucky","Simpson County",3.4639063,0.15708615,40972.9374963929,0.14335614,17206
"Kentucky","Spencer County",3.0672617,0.16452241,65869.9975968583,0.070476621,17806
"Kentucky","Taylor County",2.9293396,0.14878096,33321.3081755875,0.22991516,24608
"Kentucky","Todd County",3.2290914,0.10054903,41349.8167736758,0.21759467,12203
"Kentucky","Trigg County",3.3006539,0.15441437,45000.6917918268,0.13254817,13275
"Kentucky","Trimble County",3.2049019,0.13125201,46458.6438869338,0.16919416,8987
"Kentucky","Union County",3.5801501,0.1234467,41285.1980409142,0.18339851,14751
"Kentucky","Warren County",2.9612963,0.27240404,48674.7626546682,0.19381045,110294
"Kentucky","Washington County",3.1939011,0.1302907,43808.1965520184,0.13225608,11637
"Kentucky","Wayne County",3.0039732,0.088395111,29768.2497958007,0.26777843,20652
"Kentucky","Webster County",2.7126119,0.083289489,38174.7927464944,0.15983392,13652
"Kentucky","Whitley County",3.4634159,0.11908367,32503.4346886663,0.28679505,38429
"Kentucky","Wolfe County",2.2379289,0.075853661,23094.2462270564,0.42175382,7130
"Kentucky","Woodford County",4.2637949,0.3291834,59200.1440314367,0.11285274,25339
"Louisiana","Acadia Parish",2.6017556,0.11030255,40685.1455004614,0.19835722,60397
"Louisiana","Allen Parish",3.0487497,0.091710977,42062.2980903586,0.17510791,25568
"Louisiana","Ascension Parish",2.8217883,0.22116312,72653.7605185842,0.11486425,107455
"Louisiana","Assumption Parish",2.2634888,0.085266143,49516.9105930575,0.17556296,22685
"Louisiana","Avoyelles Parish",1.8192768,0.10181826,34713.5839849785,0.23002823,42711
"Louisiana","Beauregard Parish",2.6999516,0.14619324,48180.3394570034,0.13045372,35964
"Louisiana","Bienville Parish",1.8937268,0.125792,35797.8708980701,0.26551753,14597
"Louisiana","Bossier Parish",2.6415546,0.2150355,54787.7824139375,0.13018258,113621
"Louisiana","Caddo Parish",1.8085567,0.2142559,44050.2785985747,0.20357451,255201
"Louisiana","Calcasieu Parish",2.7188621,0.19060308,49102.0923337898,0.16220455,189491
"Louisiana","Caldwell Parish",1.9798293,0.11666992,30665.3919265693,0.22267322,10357
"Louisiana","Cameron Parish",2.4382596,0.11936333,67484.7837403129,0.11721413,6409
"Louisiana","Catahoula Parish",1.7573092,0.10644127,37157.5145575094,0.24157676,10310
"Louisiana","Claiborne Parish",1.257426,0.10709313,28661.6291363769,0.28666705,15810
"Louisiana","Concordia Parish",2.5973074,0.10825918,29563.2131879743,0.30408585,18946
"Louisiana","De Soto Parish",1.9698005,0.13677813,42129.3588685474,0.20407641,26608
"Louisiana","East Baton Rouge Parish",2.1771667,0.33039877,52917.5423892078,0.18834721,436265
"Louisiana","East Carroll Parish",0.64574742,0.084821627,24987.1452506766,0.37107676,7964
"Louisiana","East Feliciana Parish",1.9304917,0.12304569,47880.0847683426,0.20558457,20780
"Louisiana","Evangeline Parish",2.6307878,0.10758195,34015.112405838,0.21889895,35464
"Louisiana","Franklin Parish",2.2350509,0.11146538,33502.0088602109,0.29089132,19808
"Louisiana","Grant Parish",2.6482372,0.11797372,41402.6565959927,0.14803049,20302
"Louisiana","Iberia Parish",2.6652637,0.13156737,46910.7041780448,0.21351688,75154
"Louisiana","Iberville Parish",2.649338,0.11172335,48451.2265252943,0.16467631,32483
"Louisiana","Jackson Parish",2.6889248,0.135584,39486.8550448568,0.15274851,15154
"Louisiana","Jefferson Parish",2.5035338,0.22584789,52965.1636265698,0.14229184,443276
"Louisiana","Jefferson Davis Parish",2.9766054,0.11874399,40958.0677976831,0.15843317,31210
"Louisiana","Lafayette Parish",2.5393541,0.27479467,55269.2406962785,0.16560425,212684
"Louisiana","Lafourche Parish",2.3600554,0.14629006,53652.3404763388,0.15722054,93727
"Louisiana","La Salle Parish",2.8535669,0.13120934,37478.0153794493,0.12951426,14157
"Louisiana","Lincoln Parish",2.1028118,0.32619697,38174.1626190221,0.27410042,43217
"Louisiana","Livingston Parish",3.0308156,0.16395228,57644.9263352757,0.11370115,125236
"Louisiana","Madison Parish",-0.54966456,0.11584895,26040.922930621,0.32636148,11439
"Louisiana","Morehouse Parish",1.8050531,0.11106151,31618.2272776011,0.2738691,28120
"Louisiana","Natchitoches Parish",1.6931618,0.20776714,31805.6424708083,0.28874663,39394
"Louisiana","Orleans Parish",2.3015764,0.30584303,44888.4071916562,0.24125281,368595
"Louisiana","Ouachita Parish",2.591697,0.22775771,42455.6657298802,0.21225788,152433
"Louisiana","Plaquemines Parish",3.1411407,0.16304827,48211.8641641784,0.12378336,21260
"Louisiana","Pointe Coupee Parish",1.5589266,0.15266465,43412.2592755021,0.19928281,22249
"Louisiana","Rapides Parish",2.2206862,0.19090223,42933.7825647572,0.17959574,134655
"Louisiana","Red River Parish",0.91284204,0.12438589,36930.2070179298,0.21574289,8931
"Louisiana","Richland Parish",1.0230232,0.12021498,36411.3504945718,0.20102207,20461
"Louisiana","Sabine Parish",2.2173386,0.11586843,42578.0080468782,0.20663741,23682
"Louisiana","St. Bernard Parish",3.4701824,0.098204523,45399.8106805583,0.14602804,43406
"Louisiana","St. Charles Parish",3.2494147,0.19488242,66813.6470064418,0.12259146,51642
"Louisiana","St. Helena Parish",-0.44515425,0.11445649,36224.2377041864,0.22651336,10572
"Louisiana","St. James Parish",2.4253283,0.12391031,50329.154103701,0.14216128,20796
"Louisiana","St. John the Baptist Parish",1.6291116,0.15519503,52953.9098510583,0.15882987,46794
